symbol,date,stockPrice,numberOfShares,marketCapitalization,minusCashAndCashEquivalents,addTotalDebt,enterpriseValue
UL,2009-03-31,14.280791999999998,2790500000,39850550075.99999,2437000000,11883000000,49296550075
UL,2008-12-31,16.484621999999998,2787100000,45944289976.2,2561000000,11205000000,54588289976
UL,2008-09-30,19.267401,2817100000,54278195357.1,1295000000,10340000000,63323195357
UL,2008-06-30,18.023304,2828100000,50971706042.4,1060000000,0,49911706042
UL,2008-03-31,21.37848,2839900000,60712745352.0,1254000000,9799000000,69257745352
ETN,2024-09-30,331.44,397100000,131614824000.0,473000000,10076000000,141217824000
ETN,2024-06-30,312.37,399200000,124698104000.0,540000000,10493000000,134651104000
ETN,2024-03-31,312.03,399900000,124780796999.99998,473000000,9788000000,134095796999
ETN,2023-12-31,240.82,399600000,96231672000.0,488000000,9937000000,105680672000
ETN,2023-09-30,213.28,399400000,85184032000.0,348000000,9635000000,94471032000
ETN,2023-06-30,201.1,398900000,80218790000.0,353000000,9782000000,89647790000
ETN,2023-03-31,171.34,398500000,68278990000.0,235000000,9262000000,77305990000
ETN,2022-12-31,156.95,398000000,62466099999.99999,294000000,9114000000,71286100000
ETN,2022-09-30,133.36,398400000,53130624000.00001,231000000,9455000000,62354624000
ETN,2022-06-30,125.99,399000000,50270010000.0,364000000,10085000000,59991010000
ETN,2022-03-31,151.76,399200000,60582592000.0,237000000,9949000000,70294592000
ETN,2021-12-31,172.82,398900000,68937898000.0,297000000,8916000000,77556898000
ETN,2021-09-30,149.31,398900000,59559759000.0,271000000,9407000000,68695759000
ETN,2021-06-30,148.18,398800000,59094184000.0,279000000,12468000000,71283184000
ETN,2021-03-31,138.28,398300000,55076924000.0,354000000,10486000000,65208924000
ETN,2020-12-31,120.14,398700000,47899818000.0,438000000,8384000000,55845818000
ETN,2020-09-30,102.03,400400000,40852812000.0,429000000,8524000000,48947812000
ETN,2020-06-30,87.48,400400000,35026992000.0,292000000,8588000000,43322992000
ETN,2020-03-31,77.69,409300000,31798517000.0,239000000,8763000000,40322517000
ETN,2019-12-31,94.72,413600000,39176192000.0,370000000,8653000000,47459192000
ETN,2019-09-30,83.15,416600000,34640290000.0,549000000,8354000000,42445290000
ETN,2019-06-30,83.18,421600000,35068688000.0,412000000,8397000000,43053688000
ETN,2019-03-31,82.24,424000000,34869760000.0,303000000,7873000000,42439760000
ETN,2018-12-31,68.66,429900000,29516934000.0,283000000,7521000000,36754934000
ETN,2018-09-30,87.45,433500000,37909575000.0,327000000,7245000000,44827575000
ETN,2018-06-30,74.74,435200000,32526847999.999996,256000000,7685000000,39955848000
ETN,2018-03-31,79.91,438800000,35064508000.0,317000000,7877000000,42624508000
ETN,2017-12-31,79.01,440300000,34788103000.0,561000000,7751000000,41978103000
ETN,2017-09-30,76.79,442600000,33987254000.000004,791000000,8772000000,41968254000
ETN,2017-06-30,77.83,446300000,34735529000.0,312000000,8605000000,43028529000
ETN,2017-03-31,74.15,448800000,33278520000.000004,222000000,8213000000,41269520000
ETN,2016-12-31,67.09,450500000,30224045000.0,543000000,8277000000,37958045000
ETN,2016-09-30,65.71,453900000,29825768999.999996,494000000,8432000000,37763769000
ETN,2016-06-30,59.73,457000000,27296610000.0,323000000,8414000000,35387610000
ETN,2016-03-31,62.56,458600000,28690016000.0,333000000,8645000000,37002016000
ETN,2015-12-31,52.04,461400000,24011256000.0,268000000,8449000000,32192256000
ETN,2015-09-30,51.3,465100000,23859630000.0,418000000,8672000000,32113630000
ETN,2015-06-30,67.49,467600000,31558323999.999996,303000000,8751000000,40006324000
ETN,2015-03-31,67.94,467900000,31789126000.0,663000000,9340000000,40466126000
ETN,2014-12-31,67.96,470000000,31941199999.999996,781000000,9034000000,40194200000
PFE,2024-09-29,28.94,5667000000,164002980000.0,1092000000,66617000000,229527980000
PFE,2024-06-30,28.22,5666000000,159894520000.0,1052000000,69450000000,228292520000
PFE,2024-03-31,27.72,5657000000,156812040000.0,719000000,69539000000,225632040000
PFE,2023-12-31,28.79,5647000000,162577130000.0,2853000000,75041000000,234765130000
PFE,2023-10-01,33.94,5646000000,191625240000.0,3148000000,63596000000,252073240000
PFE,2023-07-02,36.65,5646000000,206925900000.0,2632000000,65341000000,269634900000
PFE,2023-04-02,41.35,5634000000,232965900000.0,2166000000,35892000000,266691900000
PFE,2022-12-31,51.24,5615000000,287712600000.0,416000000,34870000000,322166600000
PFE,2022-10-02,44.14,5607000000,247492980000.0,1298000000,35677000000,281871980000
PFE,2022-07-03,52.31,5593000000,292569830000.0,1780000000,40284000000,331073830000
PFE,2022-04-03,50.94,5617000000,286129980000.0,2470000000,35052000000,318711980000
PFE,2021-12-31,59.05,5616000000,331624800000.0,1944000000,36998000000,366678800000
PFE,2021-10-03,42.42,5609000000,237933780000.0,1966000000,38408000000,274375780000
PFE,2021-07-04,39.73,5598000000,222408539999.99997,2372000000,37735000000,257771539999
PFE,2021-04-04,36.28,5584000000,202587520000.0,1768000000,38188000000,239007520000
PFE,2020-12-31,36.81,5562000000,204737220000.0,1784000000,38274000000,241227220000
PFE,2020-09-27,34.5,5557000000,191716500000.0,1587000000,61528000000,251657500000
PFE,2020-06-28,30.94,5554000000,171840760000.0,1801000000,63612000000,233651760000
PFE,2020-03-29,30.97,5545000000,171728650000.0,2151000000,52285000000,221862650000
PFE,2019-12-31,37.14,5535000000,205569900000.0,1305000000,52145000000,256409900000
PFE,2019-09-29,34.06,5545000000,188862700000.0,2785000000,52654000000,238731700000
PFE,2019-06-30,41.49,5562000000,230767380000.0,1784000000,46674000000,275657380000
PFE,2019-03-31,40.61,5635000000,228837350000.0,1937000000,45144000000,272044350000
PFE,2018-12-31,41.38,5788000000,239507440000.0,1139000000,41265000000,279633440000
PFE,2018-09-30,41.97,5875000000,246573750000.0,3559000000,48432000000,291446750000
PFE,2018-07-01,34.44,5866000000,202025040000.0,2704000000,40522000000,239843040000
PFE,2018-04-01,33.23,5957000000,197951109999.99997,2302000000,40832000000,236481109999
PFE,2017-12-31,34.33,5963000000,204709790000.0,1342000000,42606000000,245973790000
PFE,2017-10-01,34.19,5951000000,203464690000.0,2779000000,43951000000,244636690000
PFE,2017-07-02,32.06,5958000000,191013480000.0,2585000000,43705000000,232133480000
PFE,2017-04-02,32.46,6006000000,194954760000.0,4057000000,44010000000,234907760000
PFE,2016-12-31,30.79,6070000000,186895300000.0,2595000000,42086000000,226386300000
PFE,2016-10-02,31.93,6066000000,193687380000.0,2094000000,44070000000,235663380000
PFE,2016-07-03,33.72,6068000000,204612960000.0,3411000000,44181000000,245382960000
PFE,2016-04-03,29.12,6150000000,179088000000.0,2561000000,39370000000,215897000000
PFE,2015-12-31,30.6,6174000000,188924400000.0,3641000000,38978000000,224261400000
PFE,2015-09-27,29.22,6168000000,180228960000.0,3099000000,38897000000,216026960000
PFE,2015-06-28,31.84,6159000000,196102560000.0,3670000000,35123000000,227555560000
PFE,2015-03-29,33.18,6203000000,205815540000.0,3563000000,35925000000,238177540000
PFE,2014-12-31,29.53,6296000000,185920880000.0,3343000000,36682000000,219259880000
SHOP,2024-09-30,80.14,1290585426,103427516039.64,1507000000,1141000000,103061516039
SHOP,2024-06-30,64.63,1288900183,83301618827.29,1541000000,1137000000,82897618827
SHOP,2024-03-31,78.19,1287376719,100659985658.61,1623000000,1145000000,100181985658
SHOP,2023-12-31,77.9,1285498532,100140335642.8,1413000000,1150000000,99877335642
SHOP,2023-09-30,54.57,1283329213,70031275153.41,1287000000,1122000000,69866275153
SHOP,2023-06-30,64.6,1280407642,82714333673.2,1611000000,1134000000,82237333673
SHOP,2023-03-31,47.94,1276884726,61213853764.439995,1738000000,1399000000,60874853764
SHOP,2022-12-31,34.71,1273338804,44197589886.840004,1649328000,1396608000,43944869886
SHOP,2022-09-30,26.94,1269425226,34198315588.440002,1378251000,1298879000,34118943588
SHOP,2022-06-30,31.24,1262011665,39425244414.6,3350781000,1192222000,37266685414
SHOP,2022-03-31,67.596,1259830136,85159477873.056,2451545000,1195427000,83903359873
SHOP,2021-12-31,137.739,1257347550,173185794189.45,2502992000,1173487000,171856289189
SHOP,2021-09-30,135.578,1250714600,169569384038.80002,2189613000,1100184000,168479955038
SHOP,2021-06-30,146.098,1245475010,181961408010.98,2364670000,1076795000,180673533010
SHOP,2021-03-31,110.65,1232436500,136369098725.0,2785571000,1078690000,134662217725
SHOP,2020-12-31,113.195,1222001260,138324432625.69998,2703597000,912895000,136533730625
SHOP,2020-09-30,102.297,1205114840,123279632787.48,3089884000,902985000,121092733787
SHOP,2020-06-30,94.92,1187406450,112708620234.0,1882362000,153121000,110979379234
SHOP,2020-03-31,41.693,1164080151,48533993735.643,969363000,141490000,47706120735
SHOP,2019-12-31,39.758,1160272400,46130110079.200005,649916000,151707000,45631901079
SHOP,2019-09-30,31.166,1130869970,35244693485.02,1124529000,111021000,34231185485
SHOP,2019-06-30,30.468,1103042424,33607496574.432,668990000,114517000,33053023574
SHOP,2019-03-31,20.604,1109212760,22854219707.04,410446000,104106000,22547879707
SHOP,2018-12-31,13.845,1077344990,14915841386.550001,410683000,24868000,14530026386
SHOP,2018-09-30,16.342,1066472220,17428289019.239998,243421000,21726000,17206594019
SHOP,2018-06-30,14.589,1059780760,15461141507.640001,219801000,18955000,15260295507
SHOP,2018-03-31,12.208,1022566440,12483491099.52,196578000,17885000,12304798099
SHOP,2017-12-31,10.549,995517910,10501718432.59,141677000,16454000,10376495432
SHOP,2017-09-30,11.649,987779750,11506646307.75,119849000,16751000,11403548307
SHOP,2017-06-30,8.69,942905380,8193847752.2,199397000,14082000,8008532752
SHOP,2017-03-31,6.809,902428890,6144638312.01,101268000,13956000,6057326312
SHOP,2016-12-31,4.287,891371550,3821309834.85,84013000,13939000,3751235834
SHOP,2016-09-30,4.292,849127570,3644455530.44,187360000,13320000,3470415530
SHOP,2016-06-30,3.076,813492480,2502302868.48,68140000,12800000,2446962868
SHOP,2016-03-31,2.821,804884950,2270580443.9500003,83864000,11928000,2198644443
SHOP,2015-12-31,2.58,779966290,2012313028.2,110070000,11319000,1913562028
SHOP,2015-09-30,3.52,759018400,2671744768.0,115315000,10010000,2566439768
SHOP,2015-06-30,3.395,530405390,1800726299.05,146668000,9378000,1663436299
SHOP,2015-03-31,1.7,667374170,1134536089.0,46148000,8317000,1096705089
SHOP,2014-12-31,1.7,665038960,1130566232.0,41953000,7778000,1096391232
AMAT,2024-10-27,185.34,822000000,152349480000.0,8022000000,6259000000,150586480000
AMAT,2024-07-28,205.57,826000000,169800820000.0,8288000000,6671000000,168183820000
AMAT,2024-04-28,205.26,830000000,170365800000.0,7085000000,5562000000,168842800000
AMAT,2024-01-28,168.48,831000000,140006880000.0,6854000000,5989000000,139141880000
AMAT,2023-10-29,131.03,836000000,109541080000.0,6132000000,5561000000,108970080000
AMAT,2023-07-30,151.59,838000000,127032420000.0,6025000000,5659000000,126666420000
AMAT,2023-04-30,112.95,843000000,95216850000.0,4588000000,5658000000,96286850000
AMAT,2023-01-29,108.2,845000000,91429000000.0,3547000000,5657000000,93539000000
AMAT,2022-10-30,88.29,854000000,75399660000.0,1995000000,5457000000,78861660000
AMAT,2022-07-31,106.4,864000000,91929600000.0,2956000000,5554000000,94527600000
AMAT,2022-05-01,112.97,878000000,99187660000.0,3331000000,5537000000,101393660000
AMAT,2022-01-30,138.18,889000000,122842020000.0,5264000000,5454000000,123032020000
AMAT,2021-10-31,139.51,898000000,125279979999.99998,4995000000,5452000000,125736979999
AMAT,2021-08-01,142.01,908000000,128945079999.99998,6066000000,5451000000,128330079999
AMAT,2021-05-02,132.85,918000000,121956300000.0,6305000000,5450000000,121101300000
AMAT,2021-01-31,101.21,915000000,92607150000.0,6213000000,5449000000,91843150000
AMAT,2020-10-25,59.51,914000000,54392140000.0,5351000000,5448000000,54489140000
AMAT,2020-07-26,63.01,915000000,57654150000.0,4350000000,5447000000,58751150000
AMAT,2020-04-26,51.03,917000000,46794510000.0,5281000000,6815000000,48328510000
AMAT,2020-01-26,59.05,916000000,54089800000.0,3424000000,5314000000,55979800000
AMAT,2019-10-27,56.95,920000000,52394000000.0,3129000000,5313000000,54578000000
AMAT,2019-07-28,50.67,929000000,47072430000.0,3014000000,5312000000,49370430000
AMAT,2019-04-28,44.24,942000000,41674080000.0,3116000000,5311000000,43869080000
AMAT,2019-01-27,38.7,957000000,37035900000.0,3192000000,5310000000,39153900000
AMAT,2018-10-28,31.12,974000000,30310880000.0,3440000000,5309000000,32179880000
AMAT,2018-07-29,47.91,994000000,47622540000.0,3374000000,5308000000,49556540000
AMAT,2018-04-29,49.67,1029000000,51110430000.0,4870000000,5306000000,51546430000
AMAT,2018-01-28,55.33,1056000000,58428480000.0,6799000000,5305000000,56934480000
AMAT,2017-10-29,55.9,1064000000,59477600000.0,5010000000,5304000000,59771600000
AMAT,2017-07-30,44.31,1071000000,47456010000.0,5278000000,5303000000,47481010000
AMAT,2017-04-30,41.7,1078000000,44952600000.0,4944000000,5302000000,45310600000
AMAT,2017-01-29,34.34,1078000000,37018520000.0,3491000000,3125000000,36652520000
AMAT,2016-10-30,29.08,1081000000,31435480000.0,3406000000,3343000000,31372480000
AMAT,2016-07-31,26.27,1083000000,28450410000.0,2828000000,3343000000,28965410000
AMAT,2016-05-01,20.31,1113000000,22605030000.0,2470000000,3343000000,23478030000
AMAT,2016-01-31,17.65,1146000000,20226900000.0,2962000000,3343000000,20607900000
AMAT,2015-10-25,16.33,1182000000,19302059999.999996,4797000000,4542000000,19047059999
AMAT,2015-07-26,17.38,1221000000,21220980000.0,2574000000,1547000000,20193980000
AMAT,2015-04-26,19.97,1230000000,24563100000.0,3067000000,1947000000,23443100000
AMAT,2015-01-25,24.24,1224000000,29669759999.999996,2929000000,1947000000,28687759999
TTE,2024-09-30,64.62,2280542633,147368664944.46002,25672000000,59603000000,181299664944
TTE,2024-06-30,68.61,2364049586,162197442095.46,23211000000,53797000000,192783442095
TTE,2024-03-31,69.74,2364049586,164868818127.63998,25640000000,56026000000,195254818127
TTE,2023-12-31,67.38,2351708622,158458126950.36,27263000000,50068000000,181263126950
TTE,2023-09-30,65.76,2395897416,157554214076.16,24731000000,57898000000,190721214076
TTE,2023-06-30,57.64,2429759177,140051318962.28,25572000000,55969000000,170448318962
TTE,2023-03-31,59.05,2454547144,144941008853.19998,27985000000,60799000000,177755008853
TTE,2022-12-31,62.08,2481943618,154079059805.44,33026000000,60766000000,181819059805
TTE,2022-09-30,46.52,2524773504,117452463406.08,35941000000,61822000000,143333463406
TTE,2022-06-30,52.64,2563665368,134951344971.52,32848000000,62871000000,164974344971
TTE,2022-03-31,50.54,2590378144,130917711397.76,31276000000,64798000000,164439711397
TTE,2021-12-31,49.46,2606588225,128921853608.5,21342000000,64547000000,172126853608
TTE,2021-09-30,47.93,2640255919,126547466197.67,28971000000,67281000000,164857466197
TTE,2021-06-30,45.26,2640254904,119497936955.04,28643000000,69314000000,160168936955
TTE,2021-03-31,46.54,2629664726,122384596348.04,30285000000,73012000000,165111596348
TTE,2020-12-31,41.91,2874193548,120457451596.68,31268000000,77302000000,166491451596
TTE,2020-09-30,34.3,2628711249,90164795840.7,30593000000,76457000000,136028795840
TTE,2020-06-30,38.46,2559327217,98431724765.82,29727000000,77694000000,146398724765
TTE,2020-03-31,37.24,2573173827,95824993317.48001,21634000000,67417000000,141607993317
TTE,2019-12-31,55.3,2653061224,146714285687.19998,27352000000,62592000000,181954285687
TTE,2019-09-30,52.0,2666666667,138666666684.0,27454000000,62554000000,173766666684
TTE,2019-06-30,56.03,2728712871,152889782162.13,26723000000,61615000000,187781782162
TTE,2019-03-31,56.22,2658974359,149487538462.98,25432000000,58302000000,182357538462
TTE,2018-12-31,52.18,2637000000,137598660000.0,27907000000,53435000000,163126660000
TTE,2018-09-30,65.44,2673648649,174963567590.56,25252000000,56268000000,205979567590
TTE,2018-06-30,60.56,2696376811,163292579674.16,26475000000,54021000000,190838579674
TTE,2018-03-31,56.81,2542300000,144428063000.0,30092000000,55166000000,169502063000
TTE,2017-12-31,55.87,2759459459,154170999974.33,33185000000,52436000000,173421999974
TTE,2017-09-30,53.52,2569811320,137536301846.4,28583000000,51432000000,160385301846
TTE,2017-06-30,49.59,2578481012,127866873385.08,28720000000,54618000000,153764873385
TTE,2017-03-31,50.42,2499122807,126005771928.94,27526000000,55599000000,154078771928
TTE,2016-12-31,50.97,2740000000,139657800000.0,24597000000,56987000000,172047800000
TTE,2016-09-30,47.7,2473417721,117982025291.70001,24801000000,57833000000,151014025291
TTE,2016-06-30,48.1,2427906976,116782325545.6,22653000000,55457000000,149586325545
TTE,2016-03-31,45.42,2397014925,108872417893.5,20570000000,53996000000,142298417893
TTE,2015-12-31,44.95,2258333333,101512083318.35,23269000000,56952000000,135195083318
TTE,2015-09-30,44.71,2397777777,107204644409.67,25858000000,56169000000,137515644409
TTE,2015-06-30,49.17,2303100775,113243465106.75,27322000000,56477000000,142398465106
TTE,2015-03-31,49.66,2295689655,114003948267.29999,25051000000,55431000000,144383948267
TTE,2014-12-31,51.2,2272289157,116341204838.40001,25181000000,56423000000,147583204838
MUFG,2024-09-30,1462.0821399999998,11727721518,17146892174361.486,108002412000000,48777205000000,-42078314825638
MUFG,2024-06-30,1755.3687000000002,11727721518,20586475275013.688,107513821000000,51245698000000,-35681647724986
MUFG,2024-03-31,1513.38716,11975378623,18123384244186.68,109875097000000,95619151000000,3867438244186
MUFG,2023-12-31,1213.59672,11990779682,14551970892317.844,106403021000000,48640050000000,-43211000107682
MUFG,2023-09-30,1267.74378,12026030182,15245924961322.768,108625425000000,49852332000000,-43527168038677
